supplier_id,company_name,region,industry,annual_revenue,annual_spend,avg_payment_delay_days,contract_value,contract_duration_months,past_disputes,delivery_score,financial_stability_index,relationship_years,contract_criticality,credit_score,created_ts
S_07725,"Ellis, Holmes and Lawrence",Europe,Manufacturing,3255146,2115305,74,655815,14,12,76,0.32,0,High,612,2025-11-02 09:15:48.498833+00:00
S_07726,Lewis-Anderson,Europe,Biotech,171441,70423,79,1840318,13,5,69,0.21,2,Medium,573,2025-11-02 09:15:48.499386+00:00
S_07727,"Smith, Smith and Morris",Europe,Biotech,2662008,1994186,13,241047,15,1,52,0.76,5,Medium,766,2025-11-02 09:15:48.500090+00:00
S_07728,Alexander Ltd,North America,Logistics,161139,119582,86,598578,15,11,62,0.92,6,High,822,2025-11-02 09:15:48.500394+00:00
S_07729,Coleman-Palmer,LATAM,Logistics,1242249,1108520,22,1472573,16,9,57,0.46,7,High,661,2025-11-02 09:15:48.500904+00:00
S_07730,Hale LLC,North America,Biotech,2143513,1921469,41,1745412,27,4,50,0.78,9,High,773,2025-11-02 09:15:48.501215+00:00
S_07731,"Williams, Garcia and Horton",LATAM,Biotech,1973576,893576,70,126193,19,0,75,0.92,6,Medium,822,2025-11-02 09:15:48.501912+00:00
S_07732,Hanna-Miller,Europe,Manufacturing,3376255,2578591,81,1285641,8,3,82,0.75,10,Medium,762,2025-11-02 09:15:48.502458+00:00
S_07733,Aguilar LLC,LATAM,Facilities,2829274,2383677,29,567677,17,8,58,0.53,3,High,685,2025-11-02 09:15:48.502783+00:00
S_07734,Mays LLC,Asia-Pacific,Logistics,2344845,1900603,88,536649,36,1,69,0.88,2,Medium,808,2025-11-02 09:15:48.503101+00:00
S_07735,Hamilton PLC,Europe,Biotech,146232,130344,36,1679013,12,4,86,0.48,1,Medium,668,2025-11-02 09:15:48.503434+00:00
S_07736,Jackson-Garcia,North America,Manufacturing,1034427,491206,32,318700,26,12,76,0.72,10,High,752,2025-11-02 09:15:48.503963+00:00
S_07737,Tucker PLC,Europe,Logistics,3361917,2412711,68,887262,15,5,55,0.86,3,Medium,801,2025-11-02 09:15:48.504321+00:00
S_07738,Dunn Inc,North America,IT Services,1246981,724182,76,33405,38,4,92,0.58,8,High,703,2025-11-02 09:15:48.504640+00:00
S_07739,Gilbert Group,Asia-Pacific,IT Services,175662,106261,34,461587,9,7,68,0.37,9,Low,629,2025-11-02 09:15:48.504999+00:00
S_07740,"Warren, Henderson and Anderson",Europe,Manufacturing,4260990,2994756,60,1633818,47,6,82,0.87,1,Low,804,2025-11-02 09:15:48.505737+00:00
S_07741,Combs-Russell,North America,Manufacturing,3981500,2870548,18,860407,45,9,72,0.61,1,Low,713,2025-11-02 09:15:48.506401+00:00
S_07742,"Pearson, Smith and Shields",LATAM,Logistics,477331,335650,38,644044,15,0,73,0.88,2,Low,808,2025-11-02 09:15:48.507416+00:00
S_07743,"Douglas, Sanchez and Stokes",Asia-Pacific,Facilities,1735768,1466245,13,1669736,15,8,81,0.23,5,Medium,580,2025-11-02 09:15:48.510261+00:00
S_07744,Watson LLC,Asia-Pacific,Biotech,1884817,772755,71,1629005,7,1,62,0.99,6,Low,846,2025-11-02 09:15:48.511027+00:00
S_07745,Mann and Sons,Asia-Pacific,Facilities,2637978,1396473,16,261846,23,2,71,0.85,4,Medium,797,2025-11-02 09:15:48.511504+00:00
S_07746,Powell Inc,North America,Biotech,4547617,3596424,71,73837,24,5,79,0.35,6,Medium,622,2025-11-02 09:15:48.511859+00:00
S_07747,Lee and Sons,Europe,IT Services,1472021,1221674,89,1830847,25,12,80,0.65,10,Low,727,2025-11-02 09:15:48.512285+00:00
S_07748,"Reynolds, Rogers and Holland",North America,Facilities,4085627,3403101,76,1968724,46,10,87,0.75,9,Medium,762,2025-11-02 09:15:48.513291+00:00
S_07749,Kent-Smith,North America,IT Services,522830,279190,28,1623923,59,1,91,0.48,9,Medium,668,2025-11-02 09:15:48.513897+00:00
S_07750,Sexton-Taylor,Asia-Pacific,Biotech,521685,464221,61,13122,8,9,78,0.51,4,High,678,2025-11-02 09:15:48.514313+00:00
S_07751,Yang-Davis,LATAM,Logistics,2100573,1183206,14,1639977,7,12,87,0.39,0,Low,636,2025-11-02 09:15:48.514700+00:00
S_07752,Johnson Group,Europe,Manufacturing,4919258,3248637,88,1086960,59,3,92,0.36,9,Medium,626,2025-11-02 09:15:48.514930+00:00
S_07753,Johnson-Edwards,Asia-Pacific,Facilities,2758895,1957325,50,799266,52,11,74,0.66,3,Medium,731,2025-11-02 09:15:48.515304+00:00
S_07754,Flores-Chapman,North America,Biotech,4640110,2128888,89,11231,36,3,90,0.66,2,Medium,731,2025-11-02 09:15:48.515692+00:00
S_07755,Smith Group,Asia-Pacific,Manufacturing,4404365,2360690,8,1297039,37,11,63,0.67,4,Low,734,2025-11-02 09:15:48.515915+00:00
S_07756,Orozco-Harris,LATAM,Manufacturing,4459045,2797393,62,665979,24,5,99,0.51,0,Medium,678,2025-11-02 09:15:48.516283+00:00
S_07757,"Stone, Anderson and Farrell",LATAM,Biotech,3096696,2257752,70,65650,24,12,81,0.95,7,Low,832,2025-11-02 09:15:48.516814+00:00
S_07758,Johnson-Esparza,North America,Manufacturing,4853108,3907999,80,408535,41,12,94,0.24,8,Medium,584,2025-11-02 09:15:48.517184+00:00
S_07759,Booth PLC,LATAM,Manufacturing,3779244,2604907,11,534194,45,2,54,0.74,1,Low,759,2025-11-02 09:15:48.517399+00:00
S_07760,Lopez and Sons,Asia-Pacific,Facilities,511684,300972,49,233549,58,4,92,0.79,7,Medium,776,2025-11-02 09:15:48.517639+00:00
S_07761,Watson and Sons,Europe,Biotech,3875691,2675857,50,1259741,23,8,55,0.74,3,Medium,759,2025-11-02 09:15:48.517858+00:00
S_07762,"Johnson, Woodward and Stevenson",Asia-Pacific,IT Services,3186485,2280560,80,1397322,7,5,97,0.96,4,Medium,836,2025-11-02 09:15:48.518385+00:00
S_07763,Jefferson Inc,North America,IT Services,282467,214737,30,1729405,11,11,76,0.45,6,Medium,657,2025-11-02 09:15:48.518598+00:00
S_07764,Scott LLC,Asia-Pacific,Manufacturing,4733678,2362612,84,1863351,58,11,66,0.91,0,High,818,2025-11-02 09:15:48.518809+00:00
S_07765,Walker Inc,LATAM,Biotech,4588211,2953524,71,1349230,19,3,61,0.86,6,High,801,2025-11-02 09:15:48.519020+00:00
S_07766,Perez and Sons,Asia-Pacific,Biotech,202441,143160,60,281644,42,1,71,0.22,5,High,577,2025-11-02 09:15:48.519238+00:00
S_07767,White-Gray,Europe,Facilities,1503475,1126636,27,1925243,51,0,84,0.28,1,Medium,598,2025-11-02 09:15:48.519619+00:00
S_07768,Hogan and Sons,LATAM,Manufacturing,3927478,3413049,61,911858,11,2,67,0.31,2,Low,608,2025-11-02 09:15:48.519837+00:00
S_07769,Quinn LLC,Asia-Pacific,Facilities,2639854,1771914,17,1783543,52,10,53,0.41,7,High,643,2025-11-02 09:15:48.520076+00:00
S_07770,Collier-Jenkins,Asia-Pacific,Biotech,4822514,3596427,35,1810710,56,10,53,0.7,1,Medium,745,2025-11-02 09:15:48.520458+00:00
S_07771,Cook-Robinson,Europe,Facilities,4423943,2707706,73,488889,54,12,95,0.66,10,Medium,731,2025-11-02 09:15:48.520829+00:00
S_07772,Mason LLC,LATAM,IT Services,2163033,1308372,4,75300,56,2,97,0.24,2,Medium,584,2025-11-02 09:15:48.521044+00:00
S_07773,Lynch-Patterson,Asia-Pacific,Biotech,4166935,3529845,24,736947,53,5,63,0.22,4,High,577,2025-11-02 09:15:48.521411+00:00
S_07774,Thompson PLC,LATAM,Facilities,3311743,2112166,77,519520,32,11,85,0.25,9,High,587,2025-11-02 09:15:48.521641+00:00
S_07775,"Jordan, Lee and Thompson",Asia-Pacific,Facilities,3054821,2288959,31,1973886,24,7,78,0.35,7,High,622,2025-11-02 09:15:48.522308+00:00
S_07776,Blair PLC,LATAM,Logistics,2959472,2109435,27,644396,49,4,95,0.88,1,Medium,808,2025-11-02 09:15:48.522547+00:00
S_07777,Wright-Christensen,North America,Logistics,786858,542774,38,431487,59,9,66,0.34,2,Medium,619,2025-11-02 09:15:48.522967+00:00
S_07778,"Santiago, Weber and Camacho",North America,Manufacturing,3772456,2141958,77,970496,16,0,72,0.41,6,Medium,643,2025-11-02 09:15:48.523774+00:00
S_07779,Hill PLC,North America,Biotech,1483794,696060,53,1330680,41,0,79,0.56,5,Low,696,2025-11-02 09:15:48.524023+00:00
S_07780,"Walsh, Ward and Howell",LATAM,Facilities,501049,201483,30,1882550,19,8,83,0.66,8,High,731,2025-11-02 09:15:48.524612+00:00
S_07781,Kelly Inc,Europe,Logistics,4772165,3172335,64,1022957,38,10,89,0.84,10,Medium,794,2025-11-02 09:15:48.525426+00:00
S_07782,Barker-Osborn,LATAM,Logistics,719742,358865,43,391624,41,11,84,0.75,1,Medium,762,2025-11-02 09:15:48.526355+00:00
S_07783,Watson-Cook,Europe,Biotech,853442,554225,90,62094,7,2,63,0.35,9,Medium,622,2025-11-02 09:15:48.527164+00:00
S_07784,Adams Group,Asia-Pacific,Logistics,3843817,1666114,37,754381,56,12,94,0.87,5,High,804,2025-11-02 09:15:48.527651+00:00
S_07785,Wood and Sons,Europe,Logistics,1777284,1158781,78,937413,49,12,96,0.62,1,High,717,2025-11-02 09:15:48.528031+00:00
S_07786,"Dixon, Harvey and Butler",North America,Manufacturing,3938370,1724193,68,39064,45,8,55,0.46,6,Medium,661,2025-11-02 09:15:48.528886+00:00
S_07787,Garcia-Kennedy,North America,Manufacturing,126569,60457,14,638246,36,1,67,0.78,3,Medium,773,2025-11-02 09:15:48.529630+00:00
S_07788,Robinson-Powell,North America,Manufacturing,2535868,1444205,80,604474,7,10,99,0.98,3,High,843,2025-11-02 09:15:48.530350+00:00
S_07789,"Wolfe, Moore and Humphrey",LATAM,Biotech,2903693,1241073,58,92197,27,5,63,0.69,0,Medium,741,2025-11-02 09:15:48.531032+00:00
S_07790,Bradshaw-Long,LATAM,Manufacturing,1177113,796158,74,1094373,32,8,62,0.78,0,High,773,2025-11-02 09:15:48.531490+00:00
S_07791,"Stewart, Hall and Clark",LATAM,Manufacturing,4198115,2962581,32,1548219,45,2,95,0.54,7,Medium,689,2025-11-02 09:15:48.532041+00:00
S_07792,"Hale, Lyons and Russell",Asia-Pacific,Facilities,3159425,2240077,53,1163382,16,6,94,0.4,0,Medium,640,2025-11-02 09:15:48.532599+00:00
S_07793,"Gilmore, Ray and Beasley",North America,IT Services,1261534,579421,78,1329137,29,8,84,0.65,10,Medium,727,2025-11-02 09:15:48.533140+00:00
S_07794,"Wright, Roberts and Rich",Europe,IT Services,1883199,801390,27,941086,30,6,52,0.23,0,High,580,2025-11-02 09:15:48.533693+00:00
S_07795,"Fischer, Price and Bradshaw",Asia-Pacific,Manufacturing,4407829,2222868,35,1432905,34,12,55,0.89,0,Low,811,2025-11-02 09:15:48.534225+00:00
S_07796,Evans LLC,LATAM,Logistics,4379596,3454397,59,529271,33,7,59,0.72,3,Medium,752,2025-11-02 09:15:48.534443+00:00
S_07797,Miller-Davidson,North America,Manufacturing,538016,382843,45,1761780,42,7,72,0.94,10,High,829,2025-11-02 09:15:48.534810+00:00
S_07798,"Wolfe, Barnes and Gonzalez",North America,Facilities,306422,156827,69,173111,30,3,68,0.29,8,High,601,2025-11-02 09:15:48.535354+00:00
S_07799,"Payne, Walker and Nelson",North America,Logistics,226195,177756,21,1730957,57,5,91,0.81,7,Medium,783,2025-11-02 09:15:48.535886+00:00
S_07800,"Mitchell, Dunn and Porter",Europe,Facilities,3881587,1714527,77,677388,40,11,69,0.97,3,Low,839,2025-11-02 09:15:48.536417+00:00
S_07801,Sanchez-Lane,LATAM,Logistics,992710,845033,71,761040,57,8,92,0.76,2,High,766,2025-11-02 09:15:48.536785+00:00
S_07802,Glover-Long,Europe,Logistics,2550673,1689530,0,1808450,56,8,71,0.62,7,Medium,717,2025-11-02 09:15:48.537199+00:00
S_07803,"Thomas, Cunningham and Lawrence",Europe,Facilities,1463960,710632,73,182853,32,11,56,0.73,3,Low,755,2025-11-02 09:15:48.537768+00:00
S_07804,Gilbert PLC,Europe,IT Services,2893230,1928795,84,1535413,57,5,70,0.84,2,Medium,794,2025-11-02 09:15:48.537999+00:00
S_07805,"Jones, Davis and Dalton",LATAM,Manufacturing,3329481,2206390,5,831815,50,3,72,0.61,7,Medium,713,2025-11-02 09:15:48.538530+00:00
S_07806,"Potts, Miller and Long",Europe,Manufacturing,4909231,3914047,39,206052,21,7,97,0.6,2,Low,710,2025-11-02 09:15:48.539058+00:00
S_07807,"Rios, Neal and Davis",Europe,Facilities,1542714,681549,36,496394,13,10,75,0.69,9,Medium,741,2025-11-02 09:15:48.539615+00:00
S_07808,Johnson and Sons,North America,Facilities,4651608,3075682,9,1604903,49,1,77,0.94,0,Low,829,2025-11-02 09:15:48.539875+00:00
S_07809,Anderson-Brown,North America,Logistics,504912,238519,13,1595967,14,5,84,0.89,4,Medium,811,2025-11-02 09:15:48.540252+00:00
S_07810,"Martin, Greer and Smith",Europe,Biotech,4169692,2628682,39,1089944,24,8,86,0.81,3,Medium,783,2025-11-02 09:15:48.540789+00:00
S_07811,Hill PLC,North America,Logistics,3479366,1682162,5,1189765,12,3,73,0.66,10,Low,731,2025-11-02 09:15:48.541007+00:00
S_07812,Olsen-Haley,North America,Logistics,3968491,2519865,34,390916,57,1,69,0.77,1,Medium,769,2025-11-02 09:15:48.541450+00:00
S_07813,"Smith, Kemp and Hughes",Asia-Pacific,Logistics,3995454,3321168,7,1596124,23,6,50,0.22,5,Medium,577,2025-11-02 09:15:48.542444+00:00
S_07814,Berry-Wilson,North America,Manufacturing,4798287,1977871,38,1750645,24,11,81,0.33,10,Medium,615,2025-11-02 09:15:48.543041+00:00
S_07815,Werner Group,Asia-Pacific,Biotech,965203,762480,25,628770,6,5,53,0.76,1,High,766,2025-11-02 09:15:48.543319+00:00
S_07816,Vargas LLC,North America,Biotech,3533833,1954012,86,1619463,48,5,79,0.95,5,Low,832,2025-11-02 09:15:48.543607+00:00
S_07817,Sanders-Morris,Asia-Pacific,IT Services,3089690,2399402,77,989359,14,9,70,0.33,5,High,615,2025-11-02 09:15:48.544052+00:00
S_07818,Massey-Goodman,Asia-Pacific,Manufacturing,3109856,1398160,66,1030615,47,1,70,0.99,4,High,846,2025-11-02 09:15:48.544486+00:00
S_07819,"Martin, Kirby and Phillips",Europe,IT Services,4781851,2891196,21,1261485,34,2,73,0.34,4,Medium,619,2025-11-02 09:15:48.545034+00:00
S_07820,Harris-Cabrera,Asia-Pacific,Biotech,3010815,2096116,58,402037,33,3,69,0.42,8,Medium,647,2025-11-02 09:15:48.545413+00:00
S_07821,"Rodriguez, Taylor and Galvan",North America,Logistics,2866635,1504461,3,1286625,52,10,79,0.73,2,Medium,755,2025-11-02 09:15:48.545945+00:00
S_07822,"Mccoy, Turner and Lewis",Europe,Biotech,3225620,1929829,10,1211190,38,2,82,0.75,5,Medium,762,2025-11-02 09:15:48.546488+00:00
S_07823,"Baker, Mathis and Miller",Europe,Manufacturing,2306151,1578903,39,1818014,20,12,68,0.23,1,High,580,2025-11-02 09:15:48.547021+00:00
S_07824,"Rodriguez, May and Park",North America,Manufacturing,1321585,1046233,25,116934,53,1,100,0.86,1,High,801,2025-11-02 09:15:48.547548+00:00
S_07825,Higgins-Bradley,Europe,Biotech,3312760,2216920,52,1089775,25,9,76,0.96,6,Medium,836,2025-11-02 09:15:48.547917+00:00
S_07826,Oliver Group,Asia-Pacific,Biotech,3443727,1592611,45,1445950,21,9,55,0.59,2,High,706,2025-11-02 09:15:48.548133+00:00
S_07827,"Johnson, Fleming and Pierce",Asia-Pacific,Logistics,736813,552200,84,1906993,31,0,70,0.68,6,Medium,738,2025-11-02 09:15:48.548681+00:00
S_07828,Murphy PLC,LATAM,IT Services,2295771,1720533,32,549531,52,12,92,0.81,6,Medium,783,2025-11-02 09:15:48.548900+00:00
S_07829,Johnson Group,North America,Manufacturing,2233727,909106,56,39785,45,9,90,0.44,0,Low,654,2025-11-02 09:15:48.549113+00:00
S_07830,Jackson PLC,North America,Logistics,1801266,874586,80,197986,27,1,90,0.71,8,Medium,748,2025-11-02 09:15:48.549333+00:00
S_07831,Wilson Ltd,Asia-Pacific,IT Services,326998,282833,33,1603736,54,12,75,0.41,3,Medium,643,2025-11-02 09:15:48.549547+00:00
S_07832,Bradley LLC,Europe,Biotech,4742255,2628752,8,655623,52,4,97,0.66,10,Medium,731,2025-11-02 09:15:48.549760+00:00
S_07833,"Richards, Juarez and Miller",Asia-Pacific,Facilities,4120703,3617917,28,693813,38,0,71,0.66,4,High,731,2025-11-02 09:15:48.550287+00:00
S_07834,Hall LLC,Europe,Facilities,2090082,1801713,4,1612292,6,6,92,0.28,10,Medium,598,2025-11-02 09:15:48.550523+00:00
S_07835,Alvarez Ltd,Europe,Biotech,1380786,1004171,87,1920724,6,5,51,0.28,6,Low,598,2025-11-02 09:15:48.550807+00:00
S_07836,Whitaker-Douglas,Asia-Pacific,Biotech,4106435,3544145,80,1984589,54,1,99,0.77,7,Medium,769,2025-11-02 09:15:48.551183+00:00
S_07837,Krueger LLC,North America,Logistics,4556927,3364187,29,1965567,8,3,87,0.77,3,Medium,769,2025-11-02 09:15:48.551398+00:00
S_07838,"Norton, Campbell and Petersen",Europe,Manufacturing,4336105,3230857,17,198122,35,0,89,0.28,9,Medium,598,2025-11-02 09:15:48.551972+00:00
S_07839,"Robles, Baker and Chandler",LATAM,Manufacturing,2426728,1624768,26,544187,13,0,61,0.67,9,High,734,2025-11-02 09:15:48.552530+00:00
S_07840,Hancock Group,North America,Biotech,1033222,808046,42,456306,32,1,53,0.92,6,Medium,822,2025-11-02 09:15:48.552913+00:00
S_07841,"Robinson, Jones and King",LATAM,Facilities,3981706,3544994,23,690126,51,8,89,0.98,1,Low,843,2025-11-02 09:15:48.553589+00:00
S_07842,"Davis, Morales and Hester",LATAM,Facilities,4033306,2102648,20,844432,40,10,70,0.84,10,Medium,794,2025-11-02 09:15:48.554145+00:00
S_07843,"Pena, Garza and Sandoval",Asia-Pacific,Logistics,644350,419638,37,141486,32,10,94,0.25,8,Low,587,2025-11-02 09:15:48.554688+00:00
S_07844,Williams LLC,Asia-Pacific,IT Services,2010518,931597,40,880549,35,6,95,0.26,7,Medium,591,2025-11-02 09:15:48.554907+00:00
S_07845,"Nolan, Martin and Buck",Asia-Pacific,Manufacturing,72601,62088,54,1406401,53,6,88,0.46,1,High,661,2025-11-02 09:15:48.555460+00:00
S_07846,Moreno Group,North America,IT Services,3051363,1441126,38,301134,33,9,99,0.37,9,Medium,629,2025-11-02 09:15:48.555679+00:00
S_07847,Frost-Powell,LATAM,Facilities,4964632,3267502,78,1658657,42,0,53,0.83,7,Medium,790,2025-11-02 09:15:48.556060+00:00
S_07848,"Kidd, Adkins and Jones",North America,Facilities,4271088,3463339,1,558363,13,12,65,0.84,7,Medium,794,2025-11-02 09:15:48.556585+00:00
S_07849,"Guzman, Wright and Thomas",North America,IT Services,3607060,3090711,61,99429,19,8,65,0.42,4,High,647,2025-11-02 09:15:48.557380+00:00
S_07850,Scott Ltd,North America,Manufacturing,2049706,1198686,62,1587687,46,7,53,0.26,1,Medium,591,2025-11-02 09:15:48.557705+00:00
S_07851,Turner-Green,LATAM,Biotech,152977,84574,2,1066952,17,12,66,0.94,5,Medium,829,2025-11-02 09:15:48.558314+00:00
S_07852,Davies and Sons,Europe,Manufacturing,2479824,1139856,25,102509,15,12,100,0.94,2,High,829,2025-11-02 09:15:48.558741+00:00
S_07853,Gonzalez-Coleman,Asia-Pacific,Manufacturing,2145021,1122477,57,181641,20,3,98,0.72,8,High,752,2025-11-02 09:15:48.559638+00:00
S_07854,"Woods, Joyce and Davis",LATAM,Biotech,2163369,944801,14,1259492,30,10,95,0.59,5,Low,706,2025-11-02 09:15:48.561035+00:00
S_07855,"Garcia, Mccall and Reyes",Asia-Pacific,Manufacturing,4078809,2288339,36,1199339,30,0,93,0.39,6,Medium,636,2025-11-02 09:15:48.561828+00:00
S_07856,Nguyen Group,LATAM,Facilities,3805335,2028814,11,318328,23,3,68,0.76,6,Medium,766,2025-11-02 09:15:48.562126+00:00
S_07857,Wyatt Inc,Asia-Pacific,IT Services,4764493,3317971,43,234823,49,5,81,0.38,9,Medium,633,2025-11-02 09:15:48.562400+00:00
S_07858,Wilson-Mcdowell,Europe,Logistics,398236,243376,74,998175,46,3,75,0.22,0,Medium,577,2025-11-02 09:15:48.562863+00:00
S_07859,"Davis, Maldonado and Howe",North America,Manufacturing,1994687,1235736,77,1100075,46,2,95,0.98,1,Medium,843,2025-11-02 09:15:48.563474+00:00
S_07860,Davies LLC,LATAM,Biotech,2873666,2537545,29,386804,40,5,89,0.7,6,Low,745,2025-11-02 09:15:48.563717+00:00
S_07861,Caldwell-Smith,Asia-Pacific,Manufacturing,1976826,865412,89,171917,50,0,74,0.91,5,High,818,2025-11-02 09:15:48.564092+00:00
S_07862,"Peters, Rios and Roberts",Europe,Logistics,837315,403939,19,1299291,55,3,74,0.37,5,Medium,629,2025-11-02 09:15:48.564638+00:00
S_07863,Anderson PLC,LATAM,Manufacturing,1974672,1117162,4,1524812,25,8,84,0.85,2,Low,797,2025-11-02 09:15:48.564861+00:00
S_07864,Rosales-Evans,LATAM,Biotech,1270396,556633,24,1691885,38,8,73,0.5,1,Medium,675,2025-11-02 09:15:48.565228+00:00
S_07865,Kerr Ltd,North America,Biotech,3415446,1876122,65,1830493,35,1,83,0.66,8,Medium,731,2025-11-02 09:15:48.565457+00:00
S_07866,Barton PLC,North America,Facilities,727724,614870,53,217453,29,4,72,0.71,8,Medium,748,2025-11-02 09:15:48.565677+00:00
S_07867,Booker Group,LATAM,Manufacturing,3634639,1503379,10,460615,32,5,54,0.28,2,High,598,2025-11-02 09:15:48.565892+00:00
S_07868,"Richardson, James and Dalton",Asia-Pacific,Facilities,581968,347398,13,512732,31,4,91,0.54,7,High,689,2025-11-02 09:15:48.566441+00:00
S_07869,Jacobs and Sons,Asia-Pacific,Facilities,2834795,1904541,22,1711267,12,11,60,0.67,2,Medium,734,2025-11-02 09:15:48.566662+00:00
S_07870,"Kramer, Miller and Hardin",Asia-Pacific,IT Services,4492867,3635230,33,523444,8,1,90,0.45,9,High,657,2025-11-02 09:15:48.567314+00:00
S_07871,Turner-Arellano,LATAM,Logistics,3370990,2021770,19,693749,57,12,56,0.91,5,High,818,2025-11-02 09:15:48.567718+00:00
S_07872,"Odom, Martinez and Lane",Asia-Pacific,Logistics,417876,171957,3,620523,26,3,55,0.95,0,Medium,832,2025-11-02 09:15:48.568311+00:00
S_07873,Jackson-May,North America,IT Services,1481695,925082,37,1478690,56,7,77,0.46,9,High,661,2025-11-02 09:15:48.568842+00:00
S_07874,Bailey Inc,Asia-Pacific,Biotech,965373,541393,82,1074390,23,6,87,0.96,1,Medium,836,2025-11-02 09:15:48.569088+00:00
S_07875,Mckinney Inc,North America,Logistics,4316327,2702278,78,1271386,15,7,60,0.44,4,High,654,2025-11-02 09:15:48.569324+00:00
S_07876,Robinson-Williams,Europe,Logistics,4578245,2366741,7,897999,29,5,92,0.76,9,Low,766,2025-11-02 09:15:48.569695+00:00
S_07877,"Alvarado, Church and Lopez",North America,Logistics,3828426,2212471,16,1491630,14,0,94,0.82,2,Low,787,2025-11-02 09:15:48.570243+00:00
S_07878,Russell LLC,North America,Facilities,3771539,2370385,85,67845,8,1,61,0.7,8,High,745,2025-11-02 09:15:48.570474+00:00
S_07879,Rogers-Murillo,Asia-Pacific,Manufacturing,2938797,1840895,83,1248776,23,8,85,0.82,9,Medium,787,2025-11-02 09:15:48.570856+00:00
S_07880,Todd Group,North America,Manufacturing,1909500,1301714,73,917370,41,3,73,0.76,4,High,766,2025-11-02 09:15:48.571078+00:00
S_07881,"Collins, Jones and Taylor",LATAM,IT Services,1210194,496755,49,60465,46,5,75,0.74,4,Low,759,2025-11-02 09:15:48.571620+00:00
S_07882,Campbell-Le,North America,Manufacturing,1199531,786158,78,716412,6,12,86,0.9,1,Medium,815,2025-11-02 09:15:48.571990+00:00
S_07883,Villa Group,Asia-Pacific,Manufacturing,1548027,1211489,55,1484258,21,10,76,0.6,2,High,710,2025-11-02 09:15:48.572222+00:00
S_07884,"Daniels, Bush and Hill",Europe,IT Services,4552432,1848665,31,1077473,31,5,62,0.92,1,High,822,2025-11-02 09:15:48.572765+00:00
S_07885,"Melendez, Howard and Myers",Asia-Pacific,Logistics,2701819,2419433,73,565440,11,8,67,0.65,4,High,727,2025-11-02 09:15:48.573306+00:00
S_07886,Hunter-Hendrix,Europe,Manufacturing,3668191,1958319,23,655343,27,11,81,0.77,10,Low,769,2025-11-02 09:15:48.574000+00:00
S_07887,"Walker, Brown and Wood",Europe,Manufacturing,3978511,3179694,85,1799486,45,2,95,0.35,1,High,622,2025-11-02 09:15:48.574562+00:00
